texto,spam
"Assunto: aviso fpa: deturpação de identidade do ebay - suspensão do usuário - seção 9 - caro membro do ebay, em um esforço para proteger a segurança de sua conta ebay, suspendemos sua conta até o momento em que ela possa ser restaurada com segurança para você. tomamos essa ação porque sua conta pode ter sido comprometida. embora não possamos divulgar nossos procedimentos investigativos que levaram a essa conclusão, saiba que tomamos essa ação para manter a segurança de sua conta. para obter instruções sobre como recuperar sua conta, clique no botão abaixo: obrigado por sua paciência e cooperação. Atenciosamente, Safeharbor Departmentebay Inc.",1
"Assunto: a posição do mecanismo de pesquisa será a primeira listagem nos principais mecanismos de pesquisa imediatamente.  nossa empresa agora colocará qualquer negócio com um site qualificado permanentemente no topo dos principais mecanismos de busca com garantia de nunca se mover (ex: yahoo!, msn, alta vista, etc.). esta promoção inclui tráfego ilimitado e não vai durar muito. Se você estiver interessado em garantir a primeira posição nos principais mecanismos de busca mediante uma taxa promocional, entre em contato conosco imediatamente para saber se você se qualifica através do e-mail searchl 1@telefonica. líquido . pe é muito importante incluir a(s) url(s) caso você tenha interesse em promover! ! ! isso não é pagamento por clique. exemplos serão fornecidos.  esta promoção é válida apenas nos EUA e Canadá.  Sinceramente, especialistas em posicionamento em mecanismos de busca, se você deseja ser removido desta lista, responda ao seguinte endereço de e-mail e digite a palavra ""remover"" na linha de assunto: search 6@speedy. com. pe",1
"Assunto: somente nosso software é garantido como 100% legal.  software de marca a preços baixos, baixos, baixos, baixos, tudo vem para quem se apressa enquanto espera.  muitos seriam covardes se tivessem coragem suficiente.",1
"Assunto: software localizado, todos os idiomas disponíveis.  Olá, gostaríamos de oferecer versões de software localizadas (qerman, francês, espanhol, Reino Unido e muitas outras).  todo o software listado está disponível para download imediato!  não há necessidade de esperar 2 a 3 semanas pela entrega do CD!  apenas alguns exemplos: - Norton Internet Security Pro 2005 - $29. 95 - windows xp profissional com versão completa sp 2 - $ 59 . Suíte gráfica 95 - corei draw 12 - $ 49 . 95 - dreamweaver mx 2004 ( homesite 5. 5 incluindo ) - $ 39 . 95 - macromedia studio mx 2004 - $ 119 . 95 basta navegar em nosso site e encontrar qualquer software que você precisa em seu idioma nativo!  cumprimentos, lauraiee",1
Assunto: alerta de segurança - confirme as informações da sua cooperativa de crédito nacional ->,1
"Assunto: Especialistas em web do século 21 jrgbm queridos profissionais de TI, têm um problema ou ideia para o qual precisam de uma solução?  não tem certeza de quanto custará para que você possa fazer um orçamento adequado?  forneça os detalhes e teremos o prazer de lhe enviar um orçamento gratuito do escopo do projeto que inclui todos os detalhes que você precisa saber e as variáveis ​​a serem consideradas.  teremos prazer em fornecer soluções de ponta para seus desafios de TI com qualidade equivalente ou superior à oferecida por empresas nacionais, mas por uma fração do custo do desenvolvimento nacional.  representamos diversas empresas bem estabelecidas, com mais de 1.000 desenvolvedores de software qualificados, com histórico de conclusão bem-sucedida de centenas de projetos de pequeno e médio porte e dezenas de projetos de grande escala para empresas listadas na Fortune 100.  da análise e consultoria de negócios ao web design, da codificação aos testes e portabilidade, oferecemos um ciclo completo de serviços de TI!  trabalhando tanto no local quanto no exterior, nossos especialistas desenvolvem e integram aplicativos de internet/intranet/extranet, aplicativos de negócios, erp, sistemas de crm, soluções de e-business (b 2 b, b 2 c), aplicativos móveis e sem fio, aplicativos de desktop, data warehouses, sistemas de segurança e criptografia e muito mais. . .  nossa qualidade é baseada em parcerias desenvolvidas com os principais fornecedores de tecnologia de TI, projetos modernos e gestão de qualidade e recursos humanos exclusivos!  para mais informações. . . Clique aqui ! ! !  inclua seu número de telefone e teremos prazer em ligar para você!  soluções de TI econômicas!  equipes experientes de especialistas!  taxas justas!  orçamentos grátis! !  aqui está uma lista de algumas das tecnologias e plataformas que nossos especialistas empregam para oferecer a você apenas a melhor, mais eficiente e econômica solução: plataformas de aplicativos. : . líquido  . : java 2 ee. : pacote websphere da IBM. : dominó de lótus. : sera weblogic . : sistemas operacionais de fusão a frio. : janelas, . : unix. : bancos de dados IBM . :mssql. : oráculo. : banco de dados 2 . : foxpro . : informex . : padrões de TI do Sybase. : activex, com. : asp. : corba. : jdbc. :odbc. : wap, wml para mais informações. . . Clique aqui ! ! !  inclua seu número de telefone e teremos prazer em ligar para você!  se você recebeu esta carta por engano, clique em cancelar inscrição, pois as transmissões podem ser interrompidas sem nenhum custo para o destinatário, enviando uma resposta com a palavra 'remover' na linha de assunto. (ref. projeto de lei 1618 do Senado dos EUA, título nº 3, seção 301)",1
"Assunto: qualquer remédio para sua garota ser feliz!  sua garota está insatisfeita com sua potência? não espere até que ela encontre outro homem!  clique aqui para escolher entre uma grande variedade de t@bs de amor llcensed! melhores preços, envio rápido e efeito garantido! aqui você compra direto no armazém!  a loja é verificada pela bbb e aprovada pela visa!",1
"Assunto: re: eletrônicos vestíveis, oi, meu nome é Jason, visitei recentemente www. roupas plus. fi/ e queria oferecer meus serviços. poderíamos ajudá-lo com seu site de eletrônicos vestíveis. criamos sites que significam negócios para você! aqui está a melhor parte: depois de recriarmos seu site na configuração inicial, oferecemos a você um painel de controle mestre fácil de usar. agora você tem a capacidade de adicionar ou remover facilmente cópias, textos, imagens, produtos, preços, etc. quando você quiser! eu ficaria feliz em entrar em contato com você e debater algumas idéias. cumprimentos -jasononline store creatorstoll free : 800 - 658 - 9978 ramal : 206 http : // www . . com",1
"Assunto: logotipo de nível superior e imagem corporativa de identidade comercial podem dizer muito sobre sua empresa. o ritmo de vida contemporâneo é demasiado dinâmico. às vezes são necessários apenas alguns segundos para que sua empresa seja lembrada ou se perca entre os concorrentes.  faça seu logotipo, papelaria comercial ou site agora mesmo!  resposta rápida: você verá diversas variantes do ioqo em três dias úteis.  satisfação garantida: oferecemos uma quantidade ilimitada de alterações; você pode ter certeza: ele atenderá às suas necessidades e se adequará ao seu negócio.  descontos flexíveis: melhoria iogo, formatos adicionais, grandes encomendas, pacotes especiais.  design criativo a preços competitivos: dê uma olhada agora mesmo!",1
"Assunto: sua fonte confiável de medicamentos prescritos.  melhores medicamentos genéricos prescritos 4 a menos.  a raiva é um dos pecadores da alma.  escreva o que quiser; não há outra regra.  a questão mais urgente da vida é: o que você está fazendo pelos outros?  ouro para amigos, chumbo para inimigos.",1
Assunto: conte conosco para solicitar receitas on-line.  sua fonte doméstica de informações sobre saúde uma conclusão é o lugar onde você se cansou de pensar.  um homem pinta com o cérebro e não com as mãos.  um poeta com mais de trinta anos é simplesmente uma criança crescida.  deve-se sempre jogar de forma justa quando se tem as cartas vencedoras.,1
"Assunto: beba como uma fonte com pedras, nosso cliente fala: ""minha namorada e eu estamos gostando muito de fazer nossos próprios filmes eróticos caseiros. Gostamos de fingir que somos como estrelas pornôs, embora só nós dois os vejamos. A única coisa que realmente faltou em nossos filmes foi a dose de dinheiro e, para ser franco, tive sorte se minha dose de dinheiro valesse um dólar. Encomendei espora - m e agora todos os nossos filmes caseiros terminam em um gigantesco dose de esperma que deixaria até estrelas pornôs veteranas com ciúmes, obrigado Spur-m por ajudar a apimentar nossa vida sexual! ""Anthony, ky"" Spur-m realmente melhorou a motilidade e a morfologia do meu esperma a ponto de minha namorada estar grávida! , São Francisco , EUA http : // karla . coralmente. com / estimular /? ovelhas não precisam ser perturbadas? acesse aqui http://romano. coralmente. com/rm. php",1
"Assunto: você está perdendo? a resposta iria surpreender você!  ? conectando sua empresa à rede mundial de computadores?  quantos compradores você está perdendo?  a figura iria surpreender você!  como você está perdendo eles?  eles não conseguem encontrar seu site!  uma equação simples não ser encontrada = perder novos clientes!  podemos mudar isso!  por apenas $ 119 . 97, enviaremos seu site para mais de 360 ​​mecanismos de busca em todo o mundo (veja a lista completa em nosso site.), mas mais do que isso, pesquisaremos as melhores e mais eficazes meta tags e palavras-chave para usar em seu site, para que você suba nas listas de mecanismos de pesquisa para que novos clientes possam encontrá-lo!  não perca mais clientes!  deixe-nos gerenciar profissionalmente o envio do seu site e fazer com que ele seja encontrado e visto nos motores de busca do mundo!  clique neste link clique aqui!  descobrir o poder de ? conectando sua empresa à rede mundial de computadores?",1
Assunto: oi como economizar o impróprio em seus medlcatlons acima de 70% .  pha oviform rmzmail shop - uma maneira comprovada e bem-sucedida de salvar y lansquenet nosso mon cribriforme ey.  pothouse v a exceto g um piscar de gelo l l aquecer u báquico l nonário ra coruscate cli e apaziguador s necrologia val perecer m e muitos outros.  * melhores prl peeved ces * lpplng em todo o mundo * total confidencialidade riso ty * mais de 5 milhões de capas adesivas personalizadas tenham um bom dia de contra-minas!,1
Assunto: 25 mg fizeram o truque para economizar mais de 70% em seus medicamentos.  pharmz ibidem mail shop - uma maneira panorâmica e comprovada de sucesso de economizar seu dinheiro pelagian y.  incómodo v um abandonado g um poseur l l previu u inornado l r proponente tangencial l baniano é comissionado val austeridade e muitos outros .  * melhores rlces estimulantes * panjandrum em todo o mundo shlpplng * total confiança televisiva iaiity * mais de 5 milhões de clientes inocentes ha bionics ve um bom dia!,1
"Assunto: economize seu dinheiro, compre adquirindo essa coisa aqui, você ainda não experimentou os ciais?  do que você nem imagina como é ser um homem de verdade na cama!  o problema é que uma ótima correção é fornecida exatamente quando você deseja.  cialis tem muitas vantagens sobre o viagra – o efeito dura 36 horas!  - você está pronto para começar em apenas 10 minutos!  - você pode misturar com aicohol! enviamos para qualquer país!  pegue agora mesmo! .",1
Assunto: quer aceitar cartões de crédito? 126432211 aredit cpproved sem cecks faça agora 126432211,1
"Assunto: [ilug] buscando sua parceria, querido parceiro, em primeiro lugar, devo pedir desculpas por usar este meio para me comunicar com você sobre este projeto.  Sou um funcionário de alto escalão do governo da Nigéria e também membro fundador do partido no poder atualmente, o Partido Democrático Popular (PDP).  o meu comité – a Corporação de Desenvolvimento do Delta do Níger (NDDC) – que é responsável pela gestão e supervisão do desembolso das receitas das vendas de petróleo para o governo nigeriano. as receitas sob nosso controle chegam a várias centenas de milhões de dólares mensais. Eu e outros colegas da NDDC necessitamos actualmente de um parceiro estrangeiro para cuja conta bancária transferiremos a soma de quarenta e nove milhões e quinhentos mil dólares dos Estados Unidos (49,5 milhões de dólares). este fundo foi acumulado para nós como comissão por contratos de venda de petróleo administrados sob nossa supervisão.  o fundo está atualmente aguardando na conta do governo denominada conta de receita independente cbn/fgn número 400-939134 com j. pág. Banco Morgan Chase, Nova York. você pode fazer sua verificação independente disso. contudo, em virtude da nossa posição como funcionários públicos e membros da NDDC, não podemos adquirir estes fundos em nosso nome. isto ocorre porque, como altos funcionários públicos, não estamos autorizados pela lei do país a possuir ou operar contas bancárias fora do nosso país, por enquanto.  Fui delegado por uma questão de confiança pelos meus colegas para procurar um parceiro estrangeiro em cuja conta transferiríamos o fundo, daí o motivo deste e-mail. transferiremos o dinheiro para sua conta com sua empresa, pois apresentaremos sua empresa como uma empresa estrangeira registrada na Nigéria e você será pago por um contrato que executou para nosso país por meio do nddc e de qualquer outro ministério federal que decidirmos usar para desviar os fundos.  pelo seu apoio e parceria, responda-me para negociar suas taxas ou a porcentagem que deseja receber quando os fundos chegarem à sua conta bancária.  você deve, no entanto, observar que esta transação, no que diz respeito à nossa disposição de continuar com você, está sujeita a estes termos. em primeiro lugar, a nossa convicção na vossa transparência.  em segundo lugar, que você trate esta transação com o máximo sigilo e confidencialidade. finalmente e acima de tudo, você fornecerá uma conta sobre a qual terá controle absoluto.  a transação, embora discreta, é legítima e não há riscos ou desvantagens legais para nós ou para você, agora ou no futuro, pois implementamos mecanismos perfeitos que garantirão uma transferência sem problemas para sua conta após a aceitação.  a transferência será efetuada para sua conta dentro de dez a quatorze (10 a 14) dias úteis assim que chegarmos a um acordo e você me fornecer uma conta bancária adequada, nome e endereço da empresa com todos os seus números de contato, incluindo número de fax.  Estou ansioso para fazer negócios com você e solicito sua confidencialidade nesta transação. Por favor, envie-me sua resposta.  Atenciosamente, Anderson K. eseimoku - - grupo de usuários linux irlandês : ilug@linux . ou seja, http://www. linux. ou seja, /mailman/listinfo/ilug para informações de (des) assinatura.  mantenedor da lista: listmaster@linux. ou seja",1
"Assunto: [ilug] perda garantida de 10 a 12 libras em 30 dias 10. 206 1) Combater o risco de câncer!  2) emagrecer – perda garantida de 10 a 12 libras em 30 dias 3) obtenha a pensão alimentícia que você merece – aconselhamento jurídico gratuito 4) junte-se à comunidade de solteiros que mais cresce na web 5) comece seu álbum de fotos privado online!  tenha um dia maravilhoso, ofereça ao gerente Prizemama se desejar sair desta lista use o link abaixo.  - - grupo de usuários linux irlandeses: ilug@linux. ou seja, http://www. linux. ou seja, /mailman/listinfo/ilug para informações de (des) assinatura.  mantenedor da lista: listmaster@linux. ou seja",1
"Assunto: re: só para ela. . .  mdaemon identificou sua mensagem como spam. não será entregue.  de: projecthoneypot @ projecthoneypot. org para: s. denham @capitalspreads. com assunto : * * * spam * * * pontuação / req : 25 . 38/08 . 00 - só para ela. . .  mensagem-id: sim, hits = 25. 4 obrigatório = 8. 0 testes=ab_uri_rbl, html_50_60, html_fontcolor_red, html_message, mime_html_only, spamcop_uri_rbl, ws_uri_rbl autolearn=sem versão=2. 64 * * * * * * * * * * * * * * * * * * * * * * * * * 0 . 1 html_foncolor_red body: a cor da fonte html é vermelha * 0. 2 html_50_60 corpo: a mensagem é de 50% a 60% html*0. 1 mime_html_only body : a mensagem possui apenas partes text/html mime * 0 . 0 html_corpo da mensagem : html incluído na mensagem * 8 . 0 spamcop_uri_rbl O domínio de uri aparece no banco de dados spamcop em sc. surbl. org * [bjefladghikm. extra - m . info está na lista negra em uri] [rbl em multi. surbl. org] * 9 . 0 ws_uri_rbl O domínio de uri aparece no banco de dados ws em ws . surbl. org * [bjefladghikm. extra - m . info está na lista negra em uri] [rbl em multi. surbl. org ] * 8 . 0 ab_uri_rbl O domínio de uri aparece em ab . surbl. org * [bjefladghikm. extra - m . info está na lista negra em uri] [rbl em multi. surbl. org]: a mensagem contém [1] anexos de arquivo",1
